Time,Value,MEASURE,Description
2010,108,CABEE_23,"Number of Businesses by Industry - Electricity, gas, water and waste services (no.)"
2011,111,CABEE_23,"Number of Businesses by Industry - Electricity, gas, water and waste services (no.)"
2012,116,CABEE_23,"Number of Businesses by Industry - Electricity, gas, water and waste services (no.)"
2013,107,CABEE_23,"Number of Businesses by Industry - Electricity, gas, water and waste services (no.)"
2009,6032,CABEE_21,Number of Businesses by Industry - Construction (no.)
2010,6140,CABEE_21,Number of Businesses by Industry - Construction (no.)
2011,6158,CABEE_21,Number of Businesses by Industry - Construction (no.)
2012,6006,CABEE_21,Number of Businesses by Industry - Construction (no.)
2013,5663,CABEE_21,Number of Businesses by Industry - Construction (no.)
2009,1066,CABEE_37,Number of Businesses by Industry - Wholesale trade (no.)
2010,1086,CABEE_37,Number of Businesses by Industry - Wholesale trade (no.)
2011,1108,CABEE_37,Number of Businesses by Industry - Wholesale trade (no.)
2012,1081,CABEE_37,Number of Businesses by Industry - Wholesale trade (no.)
2013,1017,CABEE_37,Number of Businesses by Industry - Wholesale trade (no.)
2009,3211,CABEE_34,Number of Businesses by Industry - Retail trade (no.)
2010,3242,CABEE_34,Number of Businesses by Industry - Retail trade (no.)
2011,3232,CABEE_34,Number of Businesses by Industry - Retail trade (no.)
2012,3140,CABEE_34,Number of Businesses by Industry - Retail trade (no.)
2013,2924,CABEE_34,Number of Businesses by Industry - Retail trade (no.)
2009,1951,CABEE_17,Number of Businesses by Industry - Accommodation and food services (no.)
2010,2018,CABEE_17,Number of Businesses by Industry - Accommodation and food services (no.)
2011,1991,CABEE_17,Number of Businesses by Industry - Accommodation and food services (no.)
2012,2004,CABEE_17,Number of Businesses by Industry - Accommodation and food services (no.)
2013,1913,CABEE_17,Number of Businesses by Industry - Accommodation and food services (no.)
2009,2179,CABEE_36,"Number of Businesses by Industry - Transport, postal and warehousing (no.)"
2010,2234,CABEE_36,"Number of Businesses by Industry - Transport, postal and warehousing (no.)"
2011,2170,CABEE_36,"Number of Businesses by Industry - Transport, postal and warehousing (no.)"
2012,2128,CABEE_36,"Number of Businesses by Industry - Transport, postal and warehousing (no.)"
2013,2052,CABEE_36,"Number of Businesses by Industry - Transport, postal and warehousing (no.)"
2009,214,CABEE_26,Number of Businesses by Industry - Information media and telecommunications (no.)
2010,230,CABEE_26,Number of Businesses by Industry - Information media and telecommunications (no.)
2011,220,CABEE_26,Number of Businesses by Industry - Information media and telecommunications (no.)
2012,218,CABEE_26,Number of Businesses by Industry - Information media and telecommunications (no.)
2013,203,CABEE_26,Number of Businesses by Industry - Information media and telecommunications (no.)
2009,2040,CABEE_24,Number of Businesses by Industry - Financial and insurance services (no.)
2010,2268,CABEE_24,Number of Businesses by Industry - Financial and insurance services (no.)
2011,2295,CABEE_24,Number of Businesses by Industry - Financial and insurance services (no.)
2012,2365,CABEE_24,Number of Businesses by Industry - Financial and insurance services (no.)
2013,2377,CABEE_24,Number of Businesses by Industry - Financial and insurance services (no.)
2009,3465,CABEE_33,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)"
2010,3615,CABEE_33,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)"
2011,3669,CABEE_33,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)"
2012,3641,CABEE_33,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)"
2013,3580,CABEE_33,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)"
2009,3158,CABEE_31,Number of Businesses by Industry - Professional scientific and technical services (no.)
2010,3285,CABEE_31,Number of Businesses by Industry - Professional scientific and technical services (no.)
2011,3318,CABEE_31,Number of Businesses by Industry - Professional scientific and technical services (no.)
2012,3356,CABEE_31,Number of Businesses by Industry - Professional scientific and technical services (no.)
2013,3250,CABEE_31,Number of Businesses by Industry - Professional scientific and technical services (no.)
2009,1041,CABEE_18,Number of Businesses by Industry - Administrative and support services (no.)
2010,1087,CABEE_18,Number of Businesses by Industry - Administrative and support services (no.)
2011,1090,CABEE_18,Number of Businesses by Industry - Administrative and support services (no.)
2012,1042,CABEE_18,Number of Businesses by Industry - Administrative and support services (no.)
2013,984,CABEE_18,Number of Businesses by Industry - Administrative and support services (no.)
2009,138,CABEE_32,Number of Businesses by Industry - Public administration and safety (no.)
2010,136,CABEE_32,Number of Businesses by Industry - Public administration and safety (no.)
2011,134,CABEE_32,Number of Businesses by Industry - Public administration and safety (no.)
2012,130,CABEE_32,Number of Businesses by Industry - Public administration and safety (no.)
2013,122,CABEE_32,Number of Businesses by Industry - Public administration and safety (no.)
2009,360,CABEE_22,Number of Businesses by Industry - Education and training (no.)
2010,374,CABEE_22,Number of Businesses by Industry - Education and training (no.)
2011,372,CABEE_22,Number of Businesses by Industry - Education and training (no.)
2012,382,CABEE_22,Number of Businesses by Industry - Education and training (no.)
2013,349,CABEE_22,Number of Businesses by Industry - Education and training (no.)
2009,1854,CABEE_25,Number of Businesses by Industry - Health care and social assistance (no.)
2010,1911,CABEE_25,Number of Businesses by Industry - Health care and social assistance (no.)
2011,1957,CABEE_25,Number of Businesses by Industry - Health care and social assistance (no.)
2012,2035,CABEE_25,Number of Businesses by Industry - Health care and social assistance (no.)
2013,2042,CABEE_25,Number of Businesses by Industry - Health care and social assistance (no.)
2009,493,CABEE_20,Number of Businesses by Industry - Arts and recreation services (no.)
2010,505,CABEE_20,Number of Businesses by Industry - Arts and recreation services (no.)
2011,502,CABEE_20,Number of Businesses by Industry - Arts and recreation services (no.)
2012,478,CABEE_20,Number of Businesses by Industry - Arts and recreation services (no.)
2013,465,CABEE_20,Number of Businesses by Industry - Arts and recreation services (no.)
2009,1699,CABEE_30,Number of Businesses by Industry - Other services (no.)
2010,1725,CABEE_30,Number of Businesses by Industry - Other services (no.)
2011,1701,CABEE_30,Number of Businesses by Industry - Other services (no.)
2012,1698,CABEE_30,Number of Businesses by Industry - Other services (no.)
2013,1636,CABEE_30,Number of Businesses by Industry - Other services (no.)
2009,493,CABEE_29,Number of Businesses by Industry - Not classified (no.)
2010,609,CABEE_29,Number of Businesses by Industry - Not classified (no.)
2011,587,CABEE_29,Number of Businesses by Industry - Not classified (no.)
2012,889,CABEE_29,Number of Businesses by Industry - Not classified (no.)
2013,1111,CABEE_29,Number of Businesses by Industry - Not classified (no.)
2009,37938,CABEE_35,Number of Businesses by Industry - Total (no.)
2010,38951,CABEE_35,Number of Businesses by Industry - Total (no.)
2011,38767,CABEE_35,Number of Businesses by Industry - Total (no.)
2012,38658,CABEE_35,Number of Businesses by Industry - Total (no.)
2013,37484,CABEE_35,Number of Businesses by Industry - Total (no.)
2012,577,BANKRUPT_2,Bankruptcies - Non business (inc. not stated) (no.)
2013,465,BANKRUPT_2,Bankruptcies - Non business (inc. not stated) (no.)
2012,142,BANKRUPT_3,Bankruptcies - Business related (no.)
2013,116,BANKRUPT_3,Bankruptcies - Business related (no.)
2012,719,BANKRUPT_4,Bankruptcies - Total (no.)
2013,581,BANKRUPT_4,Bankruptcies - Total (no.)
2011,232124,LF_2,Labour Force Statistics - Labour Force (no. )
2011,14827,LF_3,Labour Force Statistics - Unemployed (no. )
2011,6.4,LF_4,Labour Force Statistics - Unemployment rate (%)
2011,57.8,LF_5,Labour Force Statistics - Participation rate (%)
2011,2.6,YOUTH_2,Youth (15-19 Years) Engagement in Work/Study - Working full-time and studying part-time (% of all 15-19 yo)
2011,1.4,YOUTH_3,Youth (15-19 Years) Engagement in Work/Study - Working part time and studying part-time (% of all 15-19 yo)
2011,17.9,YOUTH_4,Youth (15-19 Years) Engagement in Work/Study - Working part-time and studying full-time (% of all 15-19 yo)
2011,8.8,YOUTH_5,Youth (15-19 Years) Engagement in Work/Study - Working full-time (not studying) (% of all 15-19 yo)
2011,44.9,YOUTH_6,Youth (15-19 Years) Engagement in Work/Study - Studying full-time (not working) (% of all 15-19 yo)
2011,0.3,YOUTH_7,Youth (15-19 Years) Engagement in Work/Study - Working full-time and studying full-time (% of all 15-19 yo)
2011,75.8,YOUTH_8,Youth (15-19 Years) Engagement in Work/Study - Fully engaged (% of all 15-19 yo)
2011,32685,YOUTH_9,Youth (15-19 Years) Engagement in Work/Study - Total - aged 15-19 years (no.)
2011,61470,PENSION_2,Selected Government Pensions and Allowances - Age Pension - Centrelink (no.)
2012,63091,PENSION_2,Selected Government Pensions and Allowances - Age Pension - Centrelink (no.)
2013,65231,PENSION_2,Selected Government Pensions and Allowances - Age Pension - Centrelink (no.)
2009,121,PENSION_3,Selected Government Pensions and Allowances - Age Pension - DVA (no.)
2010,106,PENSION_3,Selected Government Pensions and Allowances - Age Pension - DVA (no.)
2011,100,PENSION_3,Selected Government Pensions and Allowances - Age Pension - DVA (no.)
2012,99,PENSION_3,Selected Government Pensions and Allowances - Age Pension - DVA (no.)
2013,97,PENSION_3,Selected Government Pensions and Allowances - Age Pension - DVA (no.)
2009,6914,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2010,6427,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2011,6008,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2012,5545,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2013,5085,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2009,2747,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2010,2633,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2011,2474,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2012,2318,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2013,2144,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2011,6695,PENSION_6,Selected Government Pensions and Allowances - Carer Payment (no.)
2012,7323,PENSION_6,Selected Government Pensions and Allowances - Carer Payment (no.)
2013,7675,PENSION_6,Selected Government Pensions and Allowances - Carer Payment (no.)
2011,27695,PENSION_7,Selected Government Pensions and Allowances - Disability Support Pension (no.)
2012,27962,PENSION_7,Selected Government Pensions and Allowances - Disability Support Pension (no.)
2013,27813,PENSION_7,Selected Government Pensions and Allowances - Disability Support Pension (no.)
2010,16715,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2011,16595,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2012,18225,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2013,20738,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2010,66.5,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2011,67.4,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2012,66.9,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2013,72.6,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2010,9567,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2011,9496,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2012,9319,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2013,7544,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2010,8235,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2011,8946,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2012,7108,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2013,5987,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2010,2818,PENSION_12,Selected Government Pensions and Allowances - Youth Allowance (Other) (no.)
2011,2874,PENSION_12,Selected Government Pensions and Allowances - Youth Allowance (Other) (no.)
2012,3071,PENSION_12,Selected Government Pensions and Allowances - Youth Allowance (Other) (no.)
2013,4006,PENSION_12,Selected Government Pensions and Allowances - Youth Allowance (Other) (no.)
2009,54118,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2010,52461,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2011,50403,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2012,46034,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2009,42342,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2010,42320,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2011,41226,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2012,38172,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2009,54815,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2010,53336,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2011,51372,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2012,47002,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2009,39927,INCOME_2,Estimates of Personal Income - Average wage and salary income ($)
2010,41673,INCOME_2,Estimates of Personal Income - Average wage and salary income ($)
2011,43521,INCOME_2,Estimates of Personal Income - Average wage and salary income ($)
2009,8753,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2010,9118,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2011,9555,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2009,219229,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2010,218784,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2011,219536,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2009,16904,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2010,16860,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2011,20002,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2009,740,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2010,747,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2011,869,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2009,43770,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2010,44281,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2011,43461,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2009,6864,INCOME_8,Estimates of Personal Income - Average investment income ($)
2010,6077,INCOME_8,Estimates of Personal Income - Average investment income ($)
2011,6278,INCOME_8,Estimates of Personal Income - Average investment income ($)
2009,1043,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2010,992,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2011,1076,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2009,151976,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2010,163160,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2011,171334,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2009,21363,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2010,20879,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2011,22579,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2009,283,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2010,283,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2011,312,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2009,13238,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2010,13541,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2011,13839,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2009,2910,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2010,2180,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2011,2235,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2009,71,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2010,53,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2011,66,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2009,24298,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2010,24445,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2011,29531,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2009,40364,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2010,41542,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2011,44018,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2009,10890,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2010,11192,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2011,11878,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2009,269806,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2010,269412,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2011,269842,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2009,51.2,WAGE_2,Wage and Salary Earners - Males (%)
2010,50.7,WAGE_2,Wage and Salary Earners - Males (%)
2011,50.8,WAGE_2,Wage and Salary Earners - Males (%)
2009,48.8,WAGE_3,Wage and Salary Earners - Females (%)
2010,49,WAGE_3,Wage and Salary Earners - Females (%)
2011,49.2,WAGE_3,Wage and Salary Earners - Females (%)
2009,20959,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2010,19253,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2011,19245,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2009,23397,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2010,22728,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2011,22958,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2009,24815,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2010,23798,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2011,23667,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2009,25554,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2010,24823,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2011,24441,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2009,16568,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2010,16799,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2011,17398,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2009,3320,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2010,3628,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2011,3806,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2009,114613,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2010,111029,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2011,111515,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2009,19623,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2010,18142,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2011,18060,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2009,20967,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2010,20724,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2011,20959,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2009,24737,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2010,23932,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2011,23738,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2009,27189,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2010,26661,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2011,26326,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2009,14995,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2010,15699,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2011,16481,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2009,1923,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2010,2129,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2011,2427,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2009,109434,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2010,107287,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2011,107991,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2009,40582,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2010,37395,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2011,37305,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2009,44364,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2010,43452,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2011,43917,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2009,49552,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2010,47730,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2011,47405,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2009,52743,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2010,51484,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2011,50767,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2009,31563,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2010,32498,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2011,33879,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2009,5243,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2010,5757,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2011,6233,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2009,224047,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2010,218784,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2011,219536,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
